               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  35,            0.014819,           0.0087435,          0.00059831,             0.98514,             0.99408,             0.99439,             0.88569,            0.010853,           0.0044198,             0.00026,            0.008317,            0.008317,            0.008317
                  36,            0.014816,           0.0086984,          0.00060466,             0.98553,             0.99154,             0.99397,              0.8947,            0.010009,           0.0043172,          0.00023437,           0.0082675,           0.0082675,           0.0082675
                  37,            0.014372,           0.0086088,          0.00063705,             0.98584,             0.99444,             0.99405,             0.89159,            0.010331,           0.0042351,          0.00021654,            0.008218,            0.008218,            0.008218
                  38,            0.014552,           0.0086947,          0.00059819,             0.98706,             0.99228,             0.99305,              0.8768,            0.010807,           0.0044496,          0.00022919,           0.0081685,           0.0081685,           0.0081685
                  39,            0.014434,           0.0086021,          0.00057054,             0.98501,             0.99596,             0.99216,             0.89743,            0.010176,           0.0042318,          0.00019994,            0.008119,            0.008119,            0.008119
                  40,            0.014513,           0.0085198,          0.00062122,              0.9855,             0.99316,             0.99182,             0.90272,           0.0095222,           0.0040933,          0.00023549,           0.0080695,           0.0080695,           0.0080695
                  41,            0.014265,           0.0084826,          0.00061875,             0.98419,             0.99469,             0.99265,             0.89611,            0.010131,           0.0042008,          0.00026767,             0.00802,             0.00802,             0.00802
                  42,            0.014251,            0.008379,          0.00058922,             0.98552,             0.99351,             0.99353,             0.90579,           0.0092856,           0.0041232,          0.00022169,           0.0079705,           0.0079705,           0.0079705
                  43,             0.01406,           0.0083514,          0.00060301,             0.85196,             0.83497,             0.96274,             0.83935,            0.014077,           0.0063486,            0.014406,            0.007921,            0.007921,            0.007921
                  44,            0.013962,           0.0081995,          0.00062175,              0.9851,             0.99509,             0.99297,              0.9053,           0.0095258,           0.0040864,           0.0002068,           0.0078715,           0.0078715,           0.0078715
                  45,             0.01359,           0.0081722,          0.00059184,             0.98566,             0.99308,             0.99256,             0.90916,           0.0091324,           0.0039959,          0.00021801,            0.007822,            0.007822,            0.007822
                  46,            0.013822,           0.0082303,          0.00056362,             0.98586,             0.99412,             0.99282,              0.9006,           0.0095209,           0.0040316,          0.00020707,           0.0077725,           0.0077725,           0.0077725
                  47,            0.013448,            0.008116,          0.00057071,             0.98503,             0.99453,             0.99203,             0.90472,           0.0093225,           0.0040977,          0.00021152,            0.007723,            0.007723,            0.007723
                  48,            0.013474,           0.0082345,          0.00057338,             0.98322,             0.99576,             0.99341,             0.90222,           0.0094822,           0.0040628,          0.00022362,           0.0076735,           0.0076735,           0.0076735
                  49,            0.013286,           0.0081515,          0.00058873,             0.98523,             0.99578,             0.99363,             0.89871,           0.0098925,           0.0041318,          0.00021603,            0.007624,            0.007624,            0.007624
                  50,            0.013197,           0.0080683,          0.00055231,             0.98515,             0.99565,             0.99131,             0.90528,           0.0092367,           0.0039486,          0.00020766,           0.0075745,           0.0075745,           0.0075745
                  51,            0.012951,           0.0079879,          0.00055543,              0.9866,             0.99443,             0.99227,             0.90501,           0.0092173,           0.0039613,          0.00020578,            0.007525,            0.007525,            0.007525
                  52,            0.013474,           0.0080222,          0.00053031,             0.98452,             0.99489,             0.99308,             0.90549,           0.0091692,           0.0039168,          0.00018189,           0.0074755,           0.0074755,           0.0074755
                  53,            0.012821,           0.0078419,          0.00051807,             0.98775,             0.99366,             0.99392,             0.90837,           0.0091292,           0.0038468,          0.00019436,            0.007426,            0.007426,            0.007426
                  54,            0.013192,             0.00793,          0.00056976,             0.98751,              0.9932,             0.99434,             0.90929,           0.0093431,           0.0038723,          0.00019792,           0.0073765,           0.0073765,           0.0073765
                  55,            0.012948,           0.0079643,          0.00051047,             0.98524,             0.99537,             0.99338,             0.90477,           0.0092737,            0.003957,          0.00018763,            0.007327,            0.007327,            0.007327
                  56,            0.012857,           0.0078753,          0.00054009,             0.98619,             0.99428,               0.994,             0.90286,           0.0093703,           0.0038684,          0.00017944,           0.0072775,           0.0072775,           0.0072775
                  57,            0.012599,           0.0077165,          0.00054269,              0.9853,             0.99504,             0.99359,             0.91154,             0.00906,           0.0038785,          0.00019553,            0.007228,            0.007228,            0.007228
                  58,            0.012579,            0.007741,          0.00055679,             0.98724,             0.99329,             0.99385,             0.91168,           0.0089948,           0.0038477,          0.00018371,           0.0071785,           0.0071785,           0.0071785
                  59,            0.012817,            0.007808,          0.00052442,             0.98656,             0.99437,             0.99299,             0.90296,            0.009407,           0.0038976,          0.00017436,            0.007129,            0.007129,            0.007129
                  60,            0.012214,           0.0075691,          0.00052757,             0.98927,             0.99179,             0.99404,             0.91089,            0.009277,           0.0038263,          0.00018561,           0.0070795,           0.0070795,           0.0070795
                  61,            0.012504,           0.0076885,          0.00053995,             0.98698,             0.99385,             0.99358,             0.90456,           0.0094786,           0.0038238,          0.00017414,             0.00703,             0.00703,             0.00703
                  62,            0.012367,           0.0076369,          0.00053435,             0.98688,             0.99448,             0.99362,             0.91267,           0.0091532,           0.0037916,          0.00017864,           0.0069805,           0.0069805,           0.0069805
                  63,              0.0126,           0.0077231,           0.0005412,             0.98502,             0.99566,             0.99347,             0.91185,           0.0089153,           0.0037717,          0.00017622,            0.006931,            0.006931,            0.006931
                  64,            0.012271,            0.007624,          0.00051516,             0.98752,             0.99412,             0.99427,             0.90522,           0.0093515,           0.0038587,          0.00017655,           0.0068815,           0.0068815,           0.0068815
                  65,            0.012219,           0.0074337,          0.00055787,             0.98802,             0.99293,             0.99438,             0.91288,           0.0089873,           0.0037774,          0.00017219,            0.006832,            0.006832,            0.006832
                  66,            0.012105,           0.0074337,           0.0005368,             0.98617,             0.99489,              0.9941,             0.91184,           0.0089439,           0.0037829,          0.00016515,           0.0067825,           0.0067825,           0.0067825
                  67,            0.012108,           0.0074129,          0.00055431,             0.98632,             0.99458,             0.99432,             0.91194,            0.008752,           0.0037596,          0.00016358,            0.006733,            0.006733,            0.006733
                  68,            0.012131,           0.0075192,          0.00054109,             0.98624,              0.9932,              0.9945,             0.91105,           0.0091196,           0.0038241,          0.00018349,           0.0066835,           0.0066835,           0.0066835
                  69,            0.011955,           0.0074102,          0.00046324,             0.98529,             0.99501,              0.9946,             0.91135,           0.0090135,           0.0037746,          0.00017207,            0.006634,            0.006634,            0.006634
                  70,            0.011944,           0.0073929,          0.00047912,              0.9863,             0.99403,             0.99348,              0.9097,           0.0090274,           0.0037621,          0.00017218,           0.0065845,           0.0065845,           0.0065845
                  71,             0.01207,            0.007433,          0.00049085,             0.98487,             0.99539,              0.9942,             0.91085,           0.0090312,           0.0037794,          0.00016309,            0.006535,            0.006535,            0.006535
                  72,            0.011765,           0.0073075,          0.00048948,             0.98678,             0.99413,             0.99417,             0.91245,           0.0090574,           0.0037749,          0.00016358,           0.0064855,           0.0064855,           0.0064855
                  73,             0.01173,           0.0073169,          0.00046596,             0.98683,             0.99336,             0.99247,             0.90607,           0.0093123,           0.0038409,          0.00016108,            0.006436,            0.006436,            0.006436
                  74,            0.011644,           0.0071944,          0.00049414,             0.98537,             0.99483,             0.99288,             0.91065,           0.0089225,           0.0037417,          0.00016743,           0.0063865,           0.0063865,           0.0063865
                  75,            0.011482,           0.0072092,          0.00047385,             0.98699,             0.99333,               0.993,             0.91356,           0.0089477,           0.0037186,          0.00015877,            0.006337,            0.006337,            0.006337
                  76,             0.01131,           0.0071752,          0.00045196,             0.98535,             0.99428,             0.99313,             0.91126,           0.0090638,           0.0037954,          0.00016424,           0.0062875,           0.0062875,           0.0062875
                  77,            0.011311,           0.0071602,          0.00047849,             0.98769,             0.99213,             0.99363,             0.91555,           0.0088462,           0.0037449,           0.0001653,            0.006238,            0.006238,            0.006238
                  78,            0.011634,           0.0073277,          0.00048279,             0.98591,             0.99382,             0.99374,             0.91641,           0.0087043,           0.0036644,          0.00016044,           0.0061885,           0.0061885,           0.0061885
                  79,            0.011428,           0.0071995,          0.00049551,             0.98614,             0.99419,             0.99343,             0.91742,           0.0086452,           0.0036402,           0.0001581,            0.006139,            0.006139,            0.006139
                  80,            0.011119,           0.0071412,          0.00049238,             0.98654,             0.99388,             0.99376,             0.91638,           0.0086691,           0.0036466,          0.00016115,           0.0060895,           0.0060895,           0.0060895
                  81,            0.011173,           0.0071375,          0.00044819,             0.98609,             0.99407,             0.99366,             0.91257,           0.0089475,           0.0037061,          0.00016096,             0.00604,             0.00604,             0.00604
                  82,            0.011599,           0.0071615,           0.0005114,             0.98678,             0.99323,             0.99378,             0.91276,            0.008902,            0.003679,          0.00015118,           0.0059905,           0.0059905,           0.0059905
                  83,            0.011177,           0.0071921,          0.00044692,             0.98775,             0.99349,             0.99334,             0.91165,           0.0089408,            0.003693,          0.00014906,            0.005941,            0.005941,            0.005941
                  84,            0.011183,           0.0070747,          0.00048054,             0.98673,             0.99481,             0.99354,             0.91454,           0.0088949,           0.0036723,          0.00014524,           0.0058915,           0.0058915,           0.0058915
                  85,            0.011131,           0.0070208,          0.00050513,             0.98747,             0.99443,             0.99342,             0.91328,           0.0089372,           0.0036865,          0.00014804,            0.005842,            0.005842,            0.005842
                  86,            0.011246,           0.0070412,          0.00046928,             0.98809,             0.99335,             0.99346,             0.91354,           0.0088671,           0.0036758,          0.00015174,           0.0057925,           0.0057925,           0.0057925
                  87,            0.010803,           0.0070049,          0.00047538,             0.98898,             0.99285,             0.99366,             0.91316,           0.0089288,           0.0036774,          0.00014915,            0.005743,            0.005743,            0.005743
                  88,             0.01096,           0.0070024,          0.00049021,             0.98751,             0.99355,             0.99387,              0.9156,           0.0088257,           0.0036212,          0.00014955,           0.0056935,           0.0056935,           0.0056935
                  89,            0.010814,           0.0068981,          0.00048563,             0.98719,             0.99478,             0.99377,             0.91351,           0.0088772,           0.0036321,          0.00014601,            0.005644,            0.005644,            0.005644
                  90,            0.010881,           0.0068987,          0.00046606,             0.98754,             0.99364,             0.99352,             0.90979,           0.0091814,           0.0037032,          0.00014425,           0.0055945,           0.0055945,           0.0055945
                  91,            0.010794,           0.0069584,          0.00048582,             0.98768,             0.99348,             0.99364,             0.91218,           0.0090618,           0.0036748,          0.00014279,            0.005545,            0.005545,            0.005545
                  92,            0.010836,           0.0069144,          0.00048626,             0.98753,             0.99409,             0.99348,             0.91249,           0.0090193,           0.0036565,          0.00014047,           0.0054955,           0.0054955,           0.0054955
                  93,            0.010723,           0.0068361,          0.00047506,             0.98789,             0.99426,             0.99375,             0.91298,           0.0090464,           0.0036967,          0.00014018,            0.005446,            0.005446,            0.005446
                  94,            0.010721,           0.0068642,          0.00048601,             0.98701,             0.99458,               0.994,             0.91221,           0.0090916,           0.0036977,          0.00014173,           0.0053965,           0.0053965,           0.0053965
                  95,            0.010705,           0.0068184,          0.00049057,             0.98696,             0.99428,             0.99398,             0.91399,           0.0089561,           0.0036636,           0.0001417,            0.005347,            0.005347,            0.005347
                  96,            0.010631,           0.0068913,          0.00045752,             0.98645,             0.99426,             0.99414,              0.9138,           0.0090219,           0.0036701,           0.0001406,           0.0052975,           0.0052975,           0.0052975
                  97,             0.01056,           0.0067008,          0.00045376,             0.98669,             0.99474,             0.99431,             0.91389,           0.0090245,           0.0036806,          0.00013772,            0.005248,            0.005248,            0.005248
                  98,            0.010354,           0.0066221,          0.00044635,             0.98652,             0.99474,             0.99433,              0.9162,           0.0089648,           0.0036532,          0.00013964,           0.0051985,           0.0051985,           0.0051985
                  99,            0.010465,           0.0067796,          0.00050697,             0.98698,             0.99366,             0.99415,             0.91637,           0.0089682,           0.0036617,          0.00013789,            0.005149,            0.005149,            0.005149
                 100,              0.0106,           0.0066952,          0.00045612,              0.9891,             0.99327,             0.99429,             0.91412,           0.0090873,           0.0036603,          0.00013473,           0.0050995,           0.0050995,           0.0050995
                 101,            0.010397,           0.0067783,          0.00050615,             0.98795,             0.99382,             0.99414,               0.915,           0.0089687,            0.003644,          0.00013855,             0.00505,             0.00505,             0.00505
                 102,            0.010242,           0.0066761,           0.0004186,             0.98776,             0.99259,             0.99404,             0.91455,           0.0089117,            0.003655,           0.0001376,           0.0050005,           0.0050005,           0.0050005
                 103,            0.010268,           0.0066049,          0.00043358,             0.98718,             0.99301,             0.99373,             0.91502,           0.0088861,           0.0036436,          0.00013655,            0.004951,            0.004951,            0.004951
                 104,            0.010313,           0.0065623,          0.00048388,             0.98699,             0.99421,             0.99355,             0.91398,           0.0088957,           0.0036534,          0.00013441,           0.0049015,           0.0049015,           0.0049015
                 105,            0.010242,            0.006654,          0.00048033,              0.9881,             0.99329,             0.99338,             0.91585,           0.0088466,           0.0036448,          0.00013474,            0.004852,            0.004852,            0.004852
                 106,            0.010237,           0.0066516,          0.00040699,             0.98803,             0.99366,             0.99337,              0.9166,           0.0087955,           0.0036167,          0.00013326,           0.0048025,           0.0048025,           0.0048025
                 107,            0.010172,           0.0066699,          0.00040609,             0.98761,             0.99341,             0.99321,              0.9174,           0.0087301,           0.0035995,          0.00013199,            0.004753,            0.004753,            0.004753
                 108,            0.010179,           0.0066188,           0.0004545,             0.98751,             0.99362,             0.99322,             0.91642,           0.0087522,           0.0036184,          0.00013029,           0.0047035,           0.0047035,           0.0047035
                 109,            0.010064,           0.0065053,          0.00042175,             0.98782,             0.99334,             0.99328,              0.9172,           0.0087603,            0.003621,          0.00012965,            0.004654,            0.004654,            0.004654
                 110,            0.010037,            0.006559,          0.00047482,             0.98699,             0.99428,             0.99324,             0.91695,           0.0087447,            0.003619,           0.0001284,           0.0046045,           0.0046045,           0.0046045
                 111,            0.010096,           0.0066373,          0.00047475,             0.98762,             0.99367,             0.99304,             0.91653,           0.0087554,           0.0036305,           0.0001278,            0.004555,            0.004555,            0.004555
                 112,           0.0099418,           0.0065242,          0.00042798,             0.98744,             0.99477,             0.99301,               0.916,           0.0087741,            0.003637,          0.00012672,           0.0045055,           0.0045055,           0.0045055
                 113,           0.0099459,           0.0064742,          0.00042475,              0.9888,             0.99271,             0.99333,             0.91689,            0.008791,           0.0036373,          0.00012587,            0.004456,            0.004456,            0.004456
                 114,           0.0097292,           0.0064984,          0.00044832,             0.98711,             0.99384,             0.99345,             0.91572,           0.0088649,           0.0036634,          0.00012479,           0.0044065,           0.0044065,           0.0044065
                 115,           0.0098854,           0.0064193,          0.00041623,             0.98758,             0.99383,             0.99359,             0.91529,           0.0088985,           0.0036706,          0.00012382,            0.004357,            0.004357,            0.004357
                 116,           0.0097595,           0.0064368,          0.00044063,             0.98735,             0.99421,             0.99371,             0.91494,           0.0088889,           0.0036671,          0.00012193,           0.0043075,           0.0043075,           0.0043075
                 117,           0.0096103,           0.0063675,          0.00039458,             0.98806,             0.99366,             0.99365,             0.91498,           0.0088466,           0.0036532,          0.00012087,            0.004258,            0.004258,            0.004258
                 118,           0.0097309,           0.0064277,          0.00040525,             0.98811,             0.99397,             0.99372,             0.91566,           0.0088352,           0.0036445,          0.00011964,           0.0042085,           0.0042085,           0.0042085
                 119,            0.009533,           0.0063247,          0.00042781,             0.98802,             0.99397,             0.99382,             0.91516,           0.0088811,           0.0036573,          0.00011883,            0.004159,            0.004159,            0.004159
