               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 153,            0.011792,           0.0076007,          0.00051915,             0.98705,             0.99403,             0.99462,             0.91054,           0.0092527,           0.0038352,          0.00014736,            0.006238,            0.006238,            0.006238
                 154,            0.011954,           0.0075845,          0.00054122,             0.98705,             0.99396,             0.99463,             0.90978,           0.0092659,           0.0038377,          0.00014712,           0.0062132,           0.0062132,           0.0062132
                 155,            0.011939,           0.0076972,          0.00056825,             0.98705,             0.99411,             0.99462,             0.90995,           0.0092668,           0.0038379,          0.00014686,           0.0061885,           0.0061885,           0.0061885
                 156,            0.011797,           0.0077093,          0.00050675,               0.987,             0.99414,             0.99463,             0.90963,            0.009263,            0.003837,          0.00014633,           0.0061637,           0.0061637,           0.0061637
                 157,            0.011576,           0.0074913,            0.000528,             0.98769,             0.99354,             0.99464,             0.90935,           0.0092763,           0.0038383,          0.00014622,            0.006139,            0.006139,            0.006139
                 158,            0.011741,           0.0075428,            0.000553,             0.98766,             0.99349,             0.99464,             0.90979,           0.0092874,           0.0038401,          0.00014622,           0.0061142,           0.0061142,           0.0061142
                 159,            0.011827,            0.007696,           0.0005024,             0.98781,             0.99326,             0.99465,             0.90979,           0.0092923,           0.0038394,          0.00014568,           0.0060895,           0.0060895,           0.0060895
                 160,             0.01167,           0.0076685,           0.0005368,             0.98803,             0.99314,             0.99465,             0.90958,           0.0092984,           0.0038404,          0.00014531,           0.0060647,           0.0060647,           0.0060647
                 161,            0.011902,           0.0076545,          0.00057438,             0.98801,             0.99311,             0.99465,             0.90923,           0.0093028,           0.0038401,          0.00014483,             0.00604,             0.00604,             0.00604
                 162,            0.011493,           0.0075881,          0.00047471,             0.98817,             0.99308,             0.99466,             0.90975,           0.0093138,           0.0038443,          0.00014462,           0.0060152,           0.0060152,           0.0060152
                 163,            0.011639,           0.0075334,          0.00051374,             0.98825,             0.99302,             0.99465,             0.90969,            0.009326,           0.0038462,          0.00014456,           0.0059905,           0.0059905,           0.0059905
                 164,            0.011531,           0.0073861,          0.00049087,              0.9881,             0.99311,             0.99465,             0.90972,           0.0093293,           0.0038459,          0.00014461,           0.0059658,           0.0059658,           0.0059658
                 165,            0.011688,           0.0076259,          0.00053272,             0.98773,             0.99311,             0.99466,             0.90986,           0.0093384,           0.0038471,          0.00014449,            0.005941,            0.005941,            0.005941
                 166,            0.011571,           0.0075585,          0.00050534,             0.98774,             0.99321,             0.99466,             0.90949,           0.0093543,           0.0038499,          0.00014436,           0.0059163,           0.0059163,           0.0059163
                 167,            0.011703,            0.007547,           0.0005095,              0.9877,             0.99306,             0.99466,             0.90969,           0.0093515,           0.0038477,          0.00014418,           0.0058915,           0.0058915,           0.0058915
                 168,            0.011443,           0.0075491,          0.00053572,             0.98776,             0.99296,             0.99466,             0.90953,           0.0093614,           0.0038492,          0.00014414,           0.0058668,           0.0058668,           0.0058668
                 169,            0.011448,           0.0075133,          0.00053304,             0.98786,             0.99296,             0.99466,             0.90963,           0.0093518,           0.0038479,          0.00014416,            0.005842,            0.005842,            0.005842
                 170,            0.011521,           0.0073523,          0.00056212,             0.98808,             0.99296,             0.99466,             0.90978,           0.0093473,           0.0038469,          0.00014421,           0.0058173,           0.0058173,           0.0058173
                 171,            0.011604,           0.0074434,          0.00050612,             0.98849,              0.9933,             0.99465,             0.90965,           0.0093519,           0.0038481,          0.00014404,           0.0057925,           0.0057925,           0.0057925
                 172,            0.011287,           0.0074529,          0.00052123,             0.98858,             0.99331,             0.99465,             0.90948,           0.0093567,           0.0038498,          0.00014396,           0.0057678,           0.0057678,           0.0057678
                 173,            0.011318,            0.007423,          0.00052844,             0.98854,             0.99337,             0.99465,             0.90949,           0.0093599,           0.0038493,          0.00014378,            0.005743,            0.005743,            0.005743
                 174,            0.011501,           0.0074791,          0.00048276,             0.98857,             0.99344,             0.99466,             0.90912,           0.0093718,           0.0038514,          0.00014369,           0.0057183,           0.0057183,           0.0057183
                 175,            0.011343,           0.0073752,          0.00051992,             0.98849,             0.99354,             0.99465,             0.90841,           0.0093845,           0.0038525,          0.00014348,           0.0056935,           0.0056935,           0.0056935
                 176,            0.011347,           0.0074924,          0.00048701,             0.98848,             0.99344,             0.99467,             0.90892,           0.0093947,           0.0038535,          0.00014349,           0.0056688,           0.0056688,           0.0056688
                 177,            0.011277,           0.0073651,           0.0004924,             0.98818,             0.99362,             0.99467,             0.90921,           0.0094019,            0.003853,          0.00014347,            0.005644,            0.005644,            0.005644
                 178,            0.011267,           0.0073703,          0.00054377,             0.98805,             0.99362,             0.99467,             0.90909,           0.0094038,           0.0038521,          0.00014341,           0.0056193,           0.0056193,           0.0056193
                 179,            0.011443,           0.0074363,          0.00050682,             0.98779,             0.99377,             0.99467,              0.9092,           0.0094113,            0.003852,          0.00014336,           0.0055945,           0.0055945,           0.0055945
                 180,            0.011309,           0.0072376,          0.00052857,             0.98785,              0.9938,             0.99467,             0.90884,           0.0094421,           0.0038565,          0.00014347,           0.0055698,           0.0055698,           0.0055698
                 181,            0.011318,            0.007497,          0.00052155,             0.98783,             0.99362,             0.99466,             0.90859,           0.0094418,           0.0038549,          0.00014335,            0.005545,            0.005545,            0.005545
                 182,            0.011298,           0.0073483,           0.0004843,             0.98761,             0.99396,             0.99467,             0.90826,           0.0094553,           0.0038568,           0.0001433,           0.0055202,           0.0055202,           0.0055202
                 183,            0.011219,           0.0073482,          0.00049364,             0.98772,              0.9938,             0.99467,             0.90863,           0.0094689,           0.0038582,          0.00014331,           0.0054955,           0.0054955,           0.0054955
                 184,            0.011204,            0.007226,          0.00051834,             0.98772,             0.99388,             0.99468,             0.90846,           0.0094849,           0.0038601,          0.00014337,           0.0054707,           0.0054707,           0.0054707
                 185,            0.011274,           0.0074364,          0.00049512,             0.98759,             0.99392,             0.99467,             0.90855,           0.0094993,           0.0038616,          0.00014335,            0.005446,            0.005446,            0.005446
                 186,             0.01119,           0.0073355,          0.00048113,              0.9876,             0.99392,              0.9947,              0.9074,           0.0095037,           0.0038613,          0.00014313,           0.0054212,           0.0054212,           0.0054212
                 187,            0.011384,           0.0073734,          0.00048533,             0.98785,             0.99381,             0.99468,             0.90797,           0.0095158,            0.003863,          0.00014301,           0.0053965,           0.0053965,           0.0053965
                 188,            0.011189,           0.0073644,          0.00052543,             0.98782,             0.99391,              0.9947,             0.90755,           0.0095247,           0.0038641,           0.0001428,           0.0053717,           0.0053717,           0.0053717
                 189,            0.011128,           0.0073526,          0.00045723,             0.98784,             0.99368,              0.9947,             0.90767,           0.0095261,           0.0038643,           0.0001426,            0.005347,            0.005347,            0.005347
                 190,            0.011136,           0.0073334,          0.00044309,             0.98745,             0.99392,             0.99469,             0.90812,           0.0095408,           0.0038673,          0.00014235,           0.0053223,           0.0053223,           0.0053223
                 191,            0.010983,           0.0071867,           0.0004756,             0.98775,             0.99392,             0.99468,             0.90825,           0.0095485,           0.0038664,          0.00014221,           0.0052975,           0.0052975,           0.0052975
                 192,            0.011074,           0.0072507,          0.00048456,             0.98753,             0.99392,             0.99469,             0.90842,           0.0095575,           0.0038674,          0.00014207,           0.0052727,           0.0052727,           0.0052727
                 193,            0.010936,           0.0073031,          0.00051623,             0.98738,             0.99392,             0.99468,             0.90782,           0.0095656,           0.0038676,          0.00014208,            0.005248,            0.005248,            0.005248
                 194,              0.0111,           0.0072012,           0.0004757,             0.98745,             0.99392,             0.99469,             0.90818,           0.0095774,           0.0038682,          0.00014194,           0.0052233,           0.0052233,           0.0052233
                 195,            0.010934,           0.0070803,          0.00047639,              0.9873,             0.99392,             0.99469,             0.90737,           0.0095948,           0.0038715,          0.00014198,           0.0051985,           0.0051985,           0.0051985
                 196,            0.011067,           0.0072021,          0.00048928,             0.98733,             0.99396,             0.99469,             0.90721,           0.0096035,           0.0038718,          0.00014197,           0.0051737,           0.0051737,           0.0051737
                 197,            0.010923,           0.0071809,          0.00047103,             0.98734,             0.99417,              0.9947,             0.90681,           0.0096166,           0.0038729,          0.00014199,            0.005149,            0.005149,            0.005149
                 198,            0.010798,           0.0072495,           0.0005203,             0.98718,             0.99408,              0.9947,             0.90697,           0.0096255,           0.0038734,          0.00014204,           0.0051243,           0.0051243,           0.0051243
                 199,            0.010961,           0.0072597,          0.00046247,             0.98718,             0.99425,              0.9947,             0.90685,           0.0096355,            0.003874,          0.00014204,           0.0050995,           0.0050995,           0.0050995
                 200,            0.010836,           0.0071252,          0.00045003,             0.98721,             0.99421,              0.9947,             0.90599,           0.0096535,           0.0038769,          0.00014192,           0.0050747,           0.0050747,           0.0050747
                 201,            0.011001,           0.0072501,          0.00050019,             0.98721,             0.99425,             0.99469,             0.90588,           0.0096776,           0.0038792,          0.00014192,             0.00505,             0.00505,             0.00505
                 202,            0.010802,           0.0072149,           0.0004893,             0.98725,             0.99417,             0.99469,             0.90587,           0.0096951,           0.0038807,          0.00014186,           0.0050253,           0.0050253,           0.0050253
                 203,            0.010832,           0.0071277,          0.00048307,             0.98724,             0.99418,              0.9947,              0.9053,           0.0097083,           0.0038822,          0.00014192,           0.0050005,           0.0050005,           0.0050005
                 204,            0.010856,           0.0070891,          0.00051897,             0.98712,             0.99439,              0.9947,             0.90559,            0.009733,           0.0038861,          0.00014188,           0.0049758,           0.0049758,           0.0049758
                 205,            0.010905,           0.0071935,          0.00046738,             0.98734,             0.99392,             0.99469,             0.90524,           0.0097423,           0.0038867,          0.00014195,            0.004951,            0.004951,            0.004951
                 206,            0.010904,           0.0071732,          0.00050233,             0.98726,             0.99394,             0.99469,             0.90474,           0.0097625,           0.0038897,          0.00014186,           0.0049263,           0.0049263,           0.0049263
                 207,            0.010905,           0.0071818,          0.00048603,             0.98728,             0.99394,              0.9947,             0.90474,           0.0097677,           0.0038891,          0.00014184,           0.0049015,           0.0049015,           0.0049015
                 208,            0.010702,           0.0070423,           0.0004458,              0.9873,             0.99394,             0.99469,             0.90457,           0.0097794,           0.0038907,          0.00014187,           0.0048768,           0.0048768,           0.0048768
                 209,            0.010785,           0.0070225,           0.0004579,             0.98729,             0.99397,             0.99469,             0.90418,           0.0097899,           0.0038914,          0.00014183,            0.004852,            0.004852,            0.004852
                 210,            0.010645,            0.007165,          0.00048331,              0.9873,             0.99397,             0.99471,             0.90408,           0.0098011,           0.0038925,          0.00014173,           0.0048272,           0.0048272,           0.0048272
                 211,            0.010907,           0.0072188,          0.00054682,             0.98732,             0.99394,             0.99471,             0.90362,           0.0098004,           0.0038901,          0.00014167,           0.0048025,           0.0048025,           0.0048025
                 212,            0.010533,            0.007024,          0.00046241,             0.98733,             0.99387,             0.99472,             0.90382,           0.0098009,           0.0038898,          0.00014147,           0.0047778,           0.0047778,           0.0047778
                 213,            0.010724,            0.007172,          0.00046697,             0.98736,             0.99384,             0.99472,             0.90377,           0.0098188,           0.0038924,          0.00014146,            0.004753,            0.004753,            0.004753
                 214,            0.010639,            0.007107,          0.00049403,             0.98736,             0.99379,             0.99471,             0.90365,           0.0098334,           0.0038949,          0.00014133,           0.0047283,           0.0047283,           0.0047283
                 215,            0.010684,           0.0071319,          0.00046808,             0.98734,             0.99382,             0.99471,             0.90371,           0.0098461,           0.0038954,           0.0001412,           0.0047035,           0.0047035,           0.0047035
                 216,            0.010728,           0.0070165,          0.00049828,             0.98732,             0.99382,             0.99471,             0.90353,           0.0098608,           0.0038969,          0.00014107,           0.0046788,           0.0046788,           0.0046788
